no-proto,no-extend-native,keyword-spacing,brace-style,no-use-before-define,block-spacing,no-unused-vars,semi,space-in-parens,new-cap,curly,one-var,eqeqeq,eol-last,quotes,no-array-constructor,no-multiple-empty-lines,no-self-compare,no-trailing-spaces,no-extra-parens,comma-spacing,no-unexpected-multiline,key-spacing,space-before-blocks,space-before-function-paren,no-useless-escape,,no-irregular-whitespace,func-call-spacing,no-unused-expressions,camelcase,spaced-comment,operator-linebreak,object-curly-spacing,space-infix-ops,no-new-wrappers,no-multi-spaces,comma-style,no-undef,no-labels,no-redeclare,no-inner-declarations,yoda,padded-blocks,no-cond-assign,no-floating-decimal,indent
1,13,27,16,6,14,33,841,29,2,12,11,40,55,244,1,32,4,112,1,31,1,14,32,189,184,35,13,2,57,39,28,1,12,25,3,53,2,211,1,37,1,8,16,2,1,1116
